iter	MultiClass
0	0.7120869432
1	0.6328148143
2	0.5889629111
3	0.5559492483
4	0.5307251274
5	0.5103787108
6	0.4912081467
7	0.4770865727
8	0.4620038686
9	0.4486307041
10	0.4401036592
11	0.4255996156
12	0.4173392134
13	0.4086387937
14	0.399169343
15	0.390197411
16	0.3813999463
17	0.3748002538
18	0.3685276767
19	0.3617713038
20	0.3511415568
21	0.3430775631
22	0.3384840949
23	0.3329233506
24	0.32600403
25	0.31927969
26	0.311933763
27	0.3069731177
28	0.3011745931
29	0.2920078622
30	0.2889455503
31	0.2833466837
32	0.2779829205
33	0.2706259484
34	0.2644956023
35	0.2591627301
36	0.253920737
37	0.2492041189
38	0.2462355481
39	0.2414740224
40	0.2383248089
41	0.2345694537
42	0.2299907504
43	0.2261434027
44	0.2215135891
45	0.2178241989
46	0.2129510064
47	0.2086102328
48	0.2056021374
49	0.2026516779
50	0.2000903199
51	0.1976855232
52	0.1939989283
53	0.1906089403
54	0.1879363873
55	0.1845584026
56	0.1807808022
57	0.177824004
58	0.1759777712
59	0.1739480515
60	0.1719896727
61	0.1692367733
62	0.1674940433
63	0.1662423123
64	0.1641010816
65	0.162193746
66	0.1598922765
67	0.1566704201
68	0.1546680346
69	0.1528970906
70	0.1500228575
71	0.1485814359
72	0.1470323649
73	0.1447819342
74	0.1432583925
75	0.1405841424
76	0.1384048764
77	0.1365804819
78	0.1353425354
79	0.1336574002
80	0.1311067908
81	0.1300201789
82	0.1287860195
83	0.1266195874
84	0.1253860039
85	0.1236350701
86	0.1219318427
87	0.1203131202
88	0.1186423229
89	0.1173353055
90	0.1160087686
91	0.1145222235
92	0.113340537
93	0.112149925
94	0.1101256449
95	0.1094179895
96	0.1089087168
97	0.1071610856
98	0.1061250647
99	0.1045954614
100	0.1031535982
101	0.1021239841
102	0.1007265171
103	0.09957670934
104	0.09853211233
105	0.09738742131
106	0.09598572718
107	0.09556076886
108	0.09409125353
109	0.09301317998
110	0.09213813915
111	0.09147090313
112	0.09030812093
113	0.0887923276
114	0.08798665784
115	0.08704194381
116	0.08590470457
117	0.0850016626
118	0.08383946658
119	0.0830313053
120	0.08217192844
121	0.08152460287
122	0.08029252211
123	0.07968378378
124	0.07909336341
125	0.07847230429
126	0.07748141123
127	0.07665027864
128	0.07591288205
129	0.07521719949
130	0.07459251207
131	0.07382218339
132	0.07315381251
133	0.07244274055
134	0.07161096032
135	0.07105486367
136	0.07055173289
137	0.06959682193
138	0.06924254031
139	0.06870293621
140	0.06808415927
141	0.06742551932
142	0.06689269904
143	0.06621829808
144	0.06581267556
145	0.06504550624
146	0.06456359748
147	0.06415972928
148	0.06351725032
149	0.06304756904
150	0.06254201438
151	0.06206144635
152	0.06138485021
153	0.06043926079
154	0.05973555045
155	0.05932339583
156	0.05898800643
157	0.05856401588
158	0.05795654483
159	0.05765940642
160	0.05723925356
161	0.05681072788
162	0.0563683653
163	0.05575686738
164	0.05511914438
165	0.05479525208
166	0.05441837848
167	0.05395468437
168	0.05354207653
169	0.05310573295
170	0.05269900041
171	0.05245759518
172	0.05208953408
173	0.05176977165
174	0.0515296403
175	0.05105433507
176	0.05075510323
177	0.05025812516
178	0.04992048506
179	0.04961551155
180	0.04914775946
181	0.04879204311
182	0.04828005006
183	0.04784528834
184	0.04750505779
185	0.04723119707
186	0.0466908991
187	0.04643679725
188	0.04624262947
189	0.04583152361
190	0.0454721001
191	0.04520639014
192	0.04490454538
193	0.04459417057
194	0.04421195856
195	0.04402660026
196	0.04370274289
197	0.04345654837
198	0.04316983963
199	0.04291949313
200	0.04266211011
201	0.04241434163
202	0.04221909454
203	0.04198180026
204	0.04162641905
205	0.04135811018
206	0.04116681172
207	0.04091891761
208	0.04069611388
209	0.04041769346
210	0.04019167746
211	0.03996515359
212	0.03948735928
213	0.03918431947
214	0.03895923473
215	0.03873655957
216	0.03840784502
217	0.03827354109
218	0.03805617517
219	0.03786530357
220	0.03768445694
221	0.03742685181
222	0.03719891042
223	0.0370097638
224	0.0367379258
225	0.03650573678
226	0.03629600567
227	0.03613416069
228	0.03593858623
229	0.03574935927
230	0.03549885865
231	0.03531218821
232	0.03514358374
233	0.03494167459
234	0.03480210218
235	0.03457466783
236	0.03437415099
237	0.03411596543
238	0.03387057876
239	0.03366604886
240	0.03352491878
241	0.03330641554
242	0.03316811773
243	0.03301169157
244	0.03285430905
245	0.03271218843
246	0.03250465482
247	0.03231793767
248	0.0320337343
249	0.03171933627
250	0.03151886839
251	0.03134131728
252	0.03119205713
253	0.03098162213
254	0.03075599741
255	0.03049064315
256	0.03036422025
257	0.03022549475
258	0.02997385233
259	0.02983626985
260	0.02967325813
261	0.02958331729
262	0.02947997761
263	0.02931518992
264	0.02909491181
265	0.02894585218
266	0.02879921799
267	0.02866154776
268	0.02851071192
269	0.0284009569
270	0.02833029295
271	0.02812632401
272	0.02790063851
273	0.02773673339
274	0.02764847499
275	0.02752368516
276	0.02738540336
277	0.02724986058
278	0.02712097447
279	0.02695502503
280	0.0268481216
281	0.02672087772
282	0.02658304064
283	0.02644368479
284	0.02629744495
285	0.02624264972
286	0.02614204748
287	0.02603763694
288	0.0258661473
289	0.0257180743
290	0.02553088653
291	0.02539081949
292	0.0253194692
293	0.02521307175
294	0.02511148207
295	0.02499422528
296	0.02487129957
297	0.02471700569
298	0.02460856124
299	0.02441477974
300	0.0242853877
301	0.02416009261
302	0.02404132327
303	0.02391703855
304	0.02381858037
305	0.02369097388
306	0.02360948619
307	0.02353330968
308	0.02340030352
309	0.02323008431
310	0.0231221794
311	0.0230170277
312	0.02293772159
313	0.02281595219
314	0.02273744842
315	0.02267344133
316	0.02261743712
317	0.02250907077
318	0.02245915233
319	0.02238502009
320	0.02228263155
321	0.02221613186
322	0.02217371441
323	0.02208934478
324	0.02203041864
325	0.02191601292
326	0.02178573903
327	0.02171518881
328	0.02164795946
329	0.02152339091
330	0.02138891922
331	0.02129487
332	0.02121246023
333	0.02109873649
334	0.02099489469
335	0.02088572209
336	0.0208083988
337	0.02075306791
338	0.02065486999
339	0.02058076274
340	0.02047734047
341	0.02038675096
342	0.02029681168
343	0.02023904115
344	0.02015532348
345	0.02006576428
346	0.01998123692
347	0.0198998418
348	0.01982038976
349	0.01975693331
350	0.01968582087
351	0.01960759342
352	0.01951936947
353	0.01943763849
354	0.01931668159
355	0.01922594577
356	0.01913835148
357	0.01907596355
358	0.01903478082
359	0.01899537628
360	0.01890967401
361	0.01882923795
362	0.01876279109
363	0.01868566268
364	0.01863485705
365	0.01853610823
366	0.01848152394
367	0.01842711201
368	0.01837832903
369	0.01830219165
370	0.01825212377
371	0.01820769286
372	0.01815588983
373	0.01808098462
374	0.01802860084
375	0.01793337563
376	0.01786286037
377	0.01782225281
378	0.01776960889
379	0.01769998122
380	0.01762847488
381	0.01760172476
382	0.0175206436
383	0.01746408651
384	0.0173973293
385	0.01733875026
386	0.0172668861
387	0.0172013331
388	0.01714418687
389	0.01709276875
390	0.01701019878
391	0.01694655135
392	0.01687946811
393	0.01682737328
394	0.01677201305
395	0.01667891556
396	0.01661537447
397	0.01658183873
398	0.01653025056
399	0.01648523153
400	0.01640034686
401	0.01631771791
402	0.01624863099
403	0.01619959546
404	0.01613380333
405	0.01607377688
406	0.01600961528
407	0.01595192251
408	0.0159032283
409	0.01584124299
410	0.01580410058
411	0.01575163183
412	0.01569317108
413	0.01564853273
414	0.01559050803
415	0.01550782774
416	0.01544187314
417	0.01539967294
418	0.01536507066
419	0.015335206
420	0.01529753627
421	0.01526807101
422	0.01521475964
423	0.0151724047
424	0.01513120896
425	0.01507242492
426	0.015005971
427	0.01495396219
428	0.01488067217
429	0.01484726481
430	0.01479601762
431	0.01472986058
432	0.01467749324
433	0.01464332041
434	0.01460530013
435	0.01454006171
436	0.01449458382
437	0.01446809724
438	0.01440636559
439	0.01435430166
440	0.01431266944
441	0.01426318236
442	0.01423551151
443	0.01419273124
444	0.01414118551
445	0.01409886707
446	0.01405371468
447	0.01400838188
448	0.01394841606
449	0.01390304298
450	0.0138374873
451	0.01379912167
452	0.01375872588
453	0.01373106034
454	0.01368574022
455	0.01362500414
456	0.01356042365
457	0.0135162327
458	0.01349087062
459	0.0134351185
460	0.01337739715
461	0.01333551089
462	0.0133015218
463	0.01327859324
464	0.01323147893
465	0.01317332877
466	0.01313722578
467	0.01310429727
468	0.01307470742
469	0.01304133159
470	0.01300913693
471	0.01297164231
472	0.01294410288
473	0.01291030774
474	0.0128568932
475	0.0128056702
476	0.01277141186
477	0.012741714
478	0.01269816701
479	0.01263304828
480	0.01260494
481	0.01256161836
482	0.01252659292
483	0.01248248612
484	0.01245466608
485	0.01243145133
486	0.01240492326
487	0.01237609122
488	0.01235210518
489	0.01230324878
490	0.01226257941
491	0.01223516947
492	0.01219055481
493	0.01215026369
494	0.01212770679
495	0.01209184219
496	0.01205342013
497	0.01203034387
498	0.01200021585
499	0.01196971516
500	0.0119482138
501	0.01192520301
502	0.01188230405
503	0.0118302823
504	0.01180330636
505	0.01178062815
506	0.0117477438
507	0.01171182467
508	0.01168689685
509	0.01165629116
510	0.01161448075
511	0.01158173624
512	0.01154445583
513	0.01150595712
514	0.01147598469
515	0.01145585909
516	0.01144186524
517	0.0114151341
518	0.01137242411
519	0.01133237085
520	0.01130631262
521	0.01128315418
522	0.01124552374
523	0.01122501782
524	0.01118952979
525	0.01116782904
526	0.0111413521
527	0.01110446512
528	0.01107292032
529	0.01103741055
530	0.01100601908
531	0.01098029705
532	0.01095049966
533	0.01091863098
534	0.01088963355
535	0.01086839417
536	0.01084777565
537	0.01083121223
538	0.01080328159
539	0.0107756859
540	0.0107376149
541	0.01071023248
542	0.01067336221
543	0.01062948875
544	0.01060591668
545	0.01057188881
546	0.01054929628
547	0.01052310724
548	0.01048089155
549	0.01045874768
550	0.01043318022
551	0.01041407428
552	0.01039289141
553	0.01036707302
554	0.01034853997
555	0.01033416208
556	0.0103048108
557	0.01027907768
558	0.01024607578
559	0.0102249826
560	0.01019327196
561	0.01017399263
562	0.01015212869
563	0.01012629281
564	0.01011025926
565	0.01008731607
566	0.01006676631
567	0.01004291014
568	0.01001633061
569	0.009999149402
570	0.009976531182
571	0.009953080628
572	0.009934926045
573	0.009920675591
574	0.00989277183
575	0.009864709789
576	0.00984993046
577	0.009835426475
578	0.009810123962
579	0.009785078718
580	0.009769312902
581	0.009746871682
582	0.009726852411
583	0.0096908296
584	0.009653746287
585	0.009628112074
586	0.009595945976
587	0.009571675661
588	0.009558245381
589	0.00953032574
590	0.009514527465
591	0.009491924258
592	0.009472554674
593	0.009452351979
594	0.009437017551
595	0.009417371903
596	0.009393375981
597	0.009373027407
598	0.009349462826
599	0.009322038
600	0.009299029772
601	0.009275425729
602	0.00925049219
603	0.009231261253
604	0.009210376469
605	0.009195132571
606	0.009169822846
607	0.009150701897
608	0.009132766567
609	0.009110938506
610	0.009095903508
611	0.009068721027
612	0.009043325804
613	0.009030827458
614	0.009015378775
615	0.008988985505
616	0.008960727791
617	0.008939022694
618	0.008913088197
619	0.008893585813
620	0.008879104924
621	0.008864957961
622	0.008850917649
623	0.008820906158
624	0.008805283267
625	0.008790572138
626	0.008774753607
627	0.008757357698
628	0.008741453207
629	0.008718398489
630	0.008694383148
631	0.008671088116
632	0.008647263118
633	0.008627306591
634	0.008604516561
635	0.008589275608
636	0.008576105362
637	0.008556135313
638	0.008546218807
639	0.008527461847
640	0.008513790573
641	0.008493978081
642	0.008465891673
643	0.008442124022
644	0.008429345226
645	0.00840978428
646	0.008394147218
647	0.008382265515
648	0.00836050511
649	0.008340793918
650	0.008323765265
651	0.008307259962
652	0.008291362887
653	0.008273377841
654	0.008247663942
655	0.008222661071
656	0.008204804683
657	0.008183355192
658	0.0081671323
659	0.008150183277
660	0.008131104247
661	0.008115501072
662	0.008097716526
663	0.008080199442
664	0.008064917976
665	0.008039167591
666	0.00802185523
667	0.007997008774
668	0.007982795704
669	0.007963659599
670	0.007943693898
671	0.007931466836
672	0.007918085174
673	0.00791121658
674	0.007895925379
675	0.00787768579
676	0.007860296928
677	0.007849541035
678	0.007834729296
679	0.007820696535
680	0.007803799397
681	0.007789335912
682	0.007768334895
683	0.007756412689
684	0.007737391277
685	0.007722745553
686	0.00770586636
687	0.007693764774
688	0.00768134999
689	0.007664600122
690	0.007651405587
691	0.007637232903
692	0.007624599261
693	0.007605673575
694	0.00758941263
695	0.007576083387
696	0.00755357594
697	0.007540585314
698	0.007528739566
699	0.007521220713
700	0.007507806143
701	0.00749744742
702	0.007482949069
703	0.007461202413
704	0.007442831728
705	0.007425940224
706	0.00741031347
707	0.0073971693
708	0.007386193339
709	0.007374248481
710	0.007360625983
711	0.00734803551
712	0.007328808628
713	0.007314300521
714	0.007302161202
715	0.007289924299
716	0.007275931166
717	0.007256413376
718	0.007246703987
719	0.007238817666
720	0.007224294551
721	0.007213551758
722	0.007198286887
723	0.007185121653
724	0.007169271393
725	0.007157504784
726	0.007139837846
727	0.007128297658
728	0.007115455578
729	0.00710544006
730	0.007091789276
731	0.007077035551
732	0.007062406437
733	0.007045785023
734	0.007029726689
735	0.00702258991
736	0.007009722705
737	0.007002553305
738	0.006992187416
739	0.006981593806
740	0.006970726887
741	0.006958595812
742	0.006949222368
743	0.006932087783
744	0.006922496638
745	0.006915906319
746	0.00690240878
747	0.006890999192
748	0.006874712686
749	0.006864693878
750	0.006857455514
751	0.006845765413
752	0.006830600509
753	0.006818042332
754	0.006808923043
755	0.006795568236
756	0.006777073409
757	0.00676342242
758	0.006748169194
759	0.006733609221
760	0.006718352422
761	0.006701699035
762	0.006692405695
763	0.006682646214
764	0.006670077452
765	0.006660474774
766	0.006649159487
767	0.006636661297
768	0.00663009095
769	0.006617372921
770	0.006605868692
771	0.00659479833
772	0.006581366443
773	0.006571457564
774	0.006562498994
775	0.006551004316
776	0.006540184457
777	0.006527535846
778	0.006516227788
779	0.006509001268
780	0.006497833603
781	0.006488611633
782	0.006477264647
783	0.006465681297
784	0.006456821065
785	0.006447475473
786	0.006433824944
787	0.006424055164
788	0.006412525676
789	0.006403682393
790	0.006392942449
791	0.006380453098
792	0.006369278193
793	0.006357984487
794	0.006348095337
795	0.006338450111
796	0.006326844065
797	0.006319317751
798	0.00630819086
799	0.006299807087
800	0.006282605239
801	0.006277066081
802	0.006269355371
803	0.006256223466
804	0.006243378595
805	0.006235375451
806	0.006224088633
807	0.006212591578
808	0.006203765417
809	0.006192528771
810	0.006179189285
811	0.00616204666
812	0.006155138208
813	0.00614651356
814	0.006133134297
815	0.00611868809
816	0.006112894432
817	0.006100536774
818	0.006094033137
819	0.006084358208
820	0.006077926187
821	0.006067756845
822	0.006062611848
823	0.006053063961
824	0.006042938072
825	0.006033008106
826	0.006021994508
827	0.006016860135
828	0.006007495794
829	0.006001052626
830	0.005989181402
831	0.005978729107
832	0.005968282865
833	0.005958713156
834	0.005948020307
835	0.005936976793
836	0.005927801096
837	0.005916046518
838	0.005905386377
839	0.005898743422
840	0.00589058388
841	0.005882049968
842	0.00587427921
843	0.005868684398
844	0.005860921734
845	0.005854419664
846	0.005848666165
847	0.005838810492
848	0.00582925616
849	0.005818426039
850	0.005811081079
851	0.005798743809
852	0.00578795365
853	0.005778923937
854	0.005770927393
855	0.005765561615
856	0.005760175288
857	0.005755327252
858	0.005744223342
859	0.005737955113
860	0.005727596897
861	0.005714342901
862	0.005709096862
863	0.005701249597
864	0.005694540421
865	0.005685526274
866	0.005675278092
867	0.00566820234
868	0.005662524178
869	0.00565078688
870	0.005644939247
871	0.005631442486
872	0.005626106292
873	0.005617233764
874	0.005608756656
875	0.005603987516
876	0.00559193008
877	0.005583652622
878	0.005577113666
879	0.005572472851
880	0.005566507106
881	0.005559870665
882	0.00554778966
883	0.005538275639
884	0.005531296374
885	0.005521324081
886	0.005515366312
887	0.005508771351
888	0.005498733554
889	0.00548964643
890	0.005480933354
891	0.00547496208
892	0.005469187844
893	0.005461468763
894	0.00545452276
895	0.005445911413
896	0.005442332004
897	0.005432855737
898	0.005426744538
899	0.005418703262
900	0.005412213014
901	0.005404273923
902	0.005396764528
903	0.005389045057
904	0.005383424418
905	0.005377408356
906	0.005370132035
907	0.005364684474
908	0.00535844389
909	0.00534848688
910	0.005340488514
911	0.005333593746
912	0.005324536722
913	0.005319308761
914	0.005307739087
915	0.005297208924
916	0.005286845087
917	0.005279153784
918	0.00527115126
919	0.005263811988
920	0.005256192403
921	0.005248570045
922	0.00524239472
923	0.005232212424
924	0.005226925781
925	0.005221914014
926	0.005215538722
927	0.005208710527
928	0.005197519167
929	0.00519022789
930	0.00518503188
931	0.005178242362
932	0.005171533769
933	0.005161243859
934	0.005156464627
935	0.0051495816
936	0.00514122729
937	0.005135635721
938	0.005128854666
939	0.005123048554
940	0.005112716097
941	0.005105713001
942	0.0050994779
943	0.005093763231
944	0.005085539079
945	0.005075926224
946	0.005070846746
947	0.005062531008
948	0.005055825654
949	0.005049673578
950	0.0050434897
951	0.005036638828
952	0.005028847086
953	0.005022116496
954	0.005016224366
955	0.005008726534
956	0.005002461948
957	0.004995719811
958	0.004987068587
959	0.00498317385
960	0.004978488937
961	0.004972360246
962	0.004966403423
963	0.004961947885
964	0.004955884944
965	0.004949091887
966	0.004942767881
967	0.004937758468
968	0.004931181666
969	0.004928431048
970	0.004921302116
971	0.004916160544
972	0.004907671345
973	0.004900213313
974	0.004894525611
975	0.004888109018
976	0.004882921079
977	0.004877997907
978	0.004871636347
979	0.004865070633
980	0.004859531669
981	0.00485020263
982	0.004842253258
983	0.00483438558
984	0.004827843685
985	0.004818971359
986	0.004811107249
987	0.00480434687
988	0.004798070854
989	0.004793186315
990	0.004788755107
991	0.0047825573
992	0.004779304204
993	0.004774730523
994	0.004769216089
995	0.004763277884
996	0.004756810484
997	0.004751585329
998	0.004745099889
999	0.004738767352
